gene,1_non_malignant_core,2_non_malignant_border,3_malignant_border,4_malignant_core,5_malignant_collagen
ADGRD2,5.63E-06,0,0,1.35E-06,8.75E-06
ADGRE1,1.10E-06,0,0,1.31E-06,6.26E-06
ADGRE2,1.80E-05,4.75E-05,1.67E-05,1.20E-05,3.09E-05
ADGRE3,2.36E-05,2.53E-05,2.00E-05,4.00E-05,3.01E-05
ADGRE5,4.62E-05,3.79E-05,9.62E-05,7.12E-05,0.000309343
ADGRF1,2.19E-06,7.03E-07,1.29E-06,0,0
ADGRF2,0,0,0,0,0
ADGRF3,0,1.35E-05,0,2.94E-06,0
ADGRF4,0,0,0,1.31E-06,0
ADGRF5,2.04E-05,2.81E-06,2.66E-05,2.78E-05,5.67E-05
ADGRG1,7.54E-06,1.21E-05,3.18E-05,3.58E-05,2.95E-05
ADGRG2,5.02E-06,0,0,5.47E-06,3.01E-06
ADGRG3,8.08E-06,0,0,1.47E-06,0
ADGRG4,0,0,0,1.47E-06,0
ADGRG5,0,0,0,0,0
ADGRG6,0.000218843,0.000231371,7.43E-05,3.29E-05,1.50E-06
ADGRG7,1.11E-05,4.12E-06,0,0,0
ADGRL1,0,1.35E-05,9.35E-06,2.28E-05,2.61E-05
ADGRL2,2.08E-05,6.42E-05,1.82E-05,3.01E-05,2.00E-05
ADGRL3,1.10E-06,0,5.89E-05,3.74E-06,7.98E-05
ADGRL4,3.61E-06,1.06E-05,3.64E-05,1.09E-05,0
ADGRV1,2.75E-05,1.62E-05,4.52E-06,1.97E-05,6.02E-06
ADH1A,0.000917467,0.000739134,8.68E-05,5.52E-05,0.000195377
ADH1B,0.002969751,0.003993812,0.000453811,0.000678589,0.000125314
ADH4,0.001172393,0.000965766,0.00013256,7.20E-05,2.05E-05
ADH5,2.68E-05,8.49E-05,0.000109605,9.80E-05,2.99E-05
ADH6,0.000172816,8.36E-05,5.10E-05,1.58E-05,0
ADH7,0,0,0,0,0
ADHFE1,7.90E-05,8.34E-06,5.05E-06,2.07E-05,0
ADI1,0.000524649,0.000424777,0.000109602,8.85E-05,4.09E-05
ADIPOQ,0,7.03E-07,6.45E-07,0,0
ADIPOR1,2.58E-05,8.24E-06,4.54E-05,6.16E-05,6.02E-06
ADIPOR2,6.72E-05,6.06E-05,4.00E-05,8.95E-05,1.96E-05
ADIRF,4.53E-05,5.46E-05,0.000184347,0.000300778,6.41E-05
ADK,9.52E-05,0.000111733,7.58E-05,9.09E-05,2.92E-05
ADM,0.000156033,7.76E-05,2.98E-05,3.21E-05,9.61E-05
ADM2,2.51E-06,0,0,5.23E-06,5.93E-05
ADM5,1.10E-06,7.03E-07,0,6.76E-07,0
ADNP,5.64E-05,9.25E-05,4.61E-05,6.72E-05,5.31E-05
ADNP2,1.03E-05,1.26E-05,1.56E-05,3.77E-05,0.000128043
ADO,2.16E-05,1.62E-05,4.37E-05,3.73E-05,2.29E-05
ADORA1,5.63E-06,0,1.29E-06,0,1.50E-06
ADORA2B,0,0,6.23E-06,5.71E-06,0
ADORA3,0,7.03E-07,2.47E-06,2.94E-06,7.52E-06
ADPGK,3.65E-05,8.26E-05,3.59E-05,3.66E-05,3.61E-05
ADPRH,1.00E-05,7.03E-07,3.12E-06,8.45E-06,4.51E-06
ADPRHL1,0.000133083,6.32E-05,3.92E-05,5.73E-05,3.08E-05
ADPRM,0,3.42E-06,1.29E-06,9.90E-06,0
ADPRS,2.23E-05,5.34E-05,1.75E-05,2.98E-05,6.15E-05
ADRA1A,2.19E-05,8.40E-05,7.62E-05,2.98E-06,0
ADRA1B,7.53E-06,1.41E-06,0,0,0
ADRA1D,2.51E-06,0,0,0,0
ADRA2A,0,2.71E-06,3.12E-06,2.98E-06,2.62E-05
ADRA2C,0,0,0,1.47E-06,0
ADRB1,5.03E-06,2.15E-05,6.45E-07,0,0
ADRB2,2.01E-05,1.90E-05,9.71E-06,1.47E-06,0
ADRM1,4.94E-05,2.15E-05,3.24E-05,3.48E-05,6.69E-05
ADSL,1.53E-05,9.04E-06,9.46E-06,1.06E-05,6.08E-05
ADSS1,2.19E-06,3.42E-06,3.12E-06,2.03E-06,0
ADSS2,8.53E-05,2.08E-05,6.67E-05,6.82E-05,6.86E-05
ADTRP,7.53E-06,7.64E-06,9.35E-06,3.86E-06,2.62E-05
AE000662.92,0,0,0,0,0
AEBP1,2.24E-05,0.00013656,0.000199164,0.000124916,0.001389533
AEBP2,3.32E-05,1.90E-05,2.92E-05,7.36E-05,4.72E-05
AEN,2.34E-05,1.37E-05,3.30E-05,1.11E-05,2.43E-05
AF165138.7,0,0,0,0,0
AFAP1,1.83E-05,2.36E-05,2.98E-05,6.70E-05,7.78E-05
AFAP1L1,0,2.71E-06,1.29E-06,1.20E-05,1.50E-06
AFAP1L2,0,0,1.29E-06,2.03E-06,0
AFDN,0.000349524,0.000236851,0.000178382,0.000188784,7.79E-05
AFF1,5.73E-05,0.000120559,0.000245242,0.000196988,3.67E-05
AFF2,0,2.71E-06,3.12E-06,0,0
AFF3,1.80E-05,1.27E-05,4.41E-06,1.50E-05,8.75E-06
AFF4,0.000202575,0.000103422,0.000116806,0.000125466,0.000128663
AFG1L,2.42E-05,0,1.53E-05,1.56E-05,4.51E-06
AFG3L2,8.16E-05,7.10E-05,9.46E-05,0.00020505,0.000111158
AFM,0.000961257,0.000366364,4.02E-05,0,8.75E-06
AFMID,5.02E-05,5.14E-05,6.09E-05,3.22E-05,2.36E-05
AFP,2.19E-06,3.42E-06,3.12E-06,0,0
AFTPH,5.43E-05,3.81E-05,5.33E-05,0.000104163,0.000120731
AGA,3.34E-05,0,8.17E-06,5.21E-06,4.63E-06
AGAP1,5.48E-06,5.92E-05,2.73E-05,6.81E-05,1.37E-05
AGAP10P,2.67E-05,4.22E-06,3.87E-06,1.12E-05,1.50E-06
AGAP2,0,0,0,0,1.50E-06
AGAP2-AS1,0,0,2.47E-06,2.66E-06,0
AGAP3,3.30E-05,2.55E-05,5.72E-05,2.68E-05,1.22E-05
AGAP4,3.48E-05,1.13E-05,1.15E-05,1.65E-05,4.99E-05
AGAP5,1.44E-05,2.85E-05,2.75E-05,2.27E-05,1.03E-05
AGAP6,3.01E-05,2.33E-05,5.13E-05,2.89E-05,4.98E-05
AGAP7P,1.44E-05,4.22E-06,1.04E-05,3.65E-06,3.50E-05
AGBL2,0,3.52E-06,0,4.42E-06,1.50E-06
AGBL3,0,2.71E-06,4.41E-06,2.39E-06,3.13E-06
AGBL4,1.69E-05,2.81E-06,0,0,1.50E-06
AGBL5,1.62E-05,3.34E-05,1.90E-05,1.46E-05,3.13E-06
AGER,5.02E-06,1.28E-05,1.04E-05,1.99E-06,1.50E-06
AGFG1,5.50E-05,0.000177971,8.48E-05,0.000118051,3.17E-05
AGFG2,1.36E-05,1.84E-05,8.17E-06,1.93E-05,0
AGGF1,1.31E-05,2.29E-05,3.75E-05,7.01E-05,3.24E-05
AGK,1.51E-05,0,5.05E-06,7.15E-06,3.25E-05
AGL,5.91E-05,0.000141421,5.48E-05,8.29E-05,2.42E-05
AGMAT,4.46E-05,3.19E-05,0,4.92E-06,3.01E-06
AGMO,7.75E-05,7.59E-05,9.13E-06,5.64E-06,1.50E-06
AGO1,3.06E-05,1.04E-05,2.15E-05,2.39E-05,3.45E-05
AGO2,0.000126464,3.39E-05,9.92E-05,0.000156174,0.000116317
AGO3,0.000206521,4.57E-05,0.000238814,0.000118179,0.000123271
AGO4,8.31E-06,7.92E-05,3.87E-05,2.68E-05,0.000100936
AGPAT1,1.00E-05,6.33E-06,3.35E-05,3.36E-05,1.53E-05
AGPAT2,2.77E-05,7.40E-05,3.33E-05,0.000111147,1.09E-05
AGPAT3,4.96E-05,6.43E-05,0.000140975,6.32E-05,4.62E-05
AGPAT4,1.69E-05,1.41E-05,4.17E-05,5.44E-06,3.01E-06
AGPAT5,0,6.93E-06,7.17E-05,4.07E-05,5.95E-05
AGPS,1.33E-05,5.81E-05,3.32E-05,3.56E-05,3.83E-05
AGR2,5.63E-06,0,3.05E-05,0.000109597,2.10E-05
AGR3,2.51E-06,2.14E-05,3.26E-05,0.000100728,3.01E-06
AGRN,3.69E-05,4.08E-05,5.64E-05,6.73E-05,8.23E-05
AGT,0.001075584,0.001505357,0.000479362,0.000411023,0.000214652
AGTPBP1,2.42E-05,1.05E-05,5.39E-05,2.29E-05,9.23E-05
AGTR1,8.37E-05,4.45E-05,4.78E-05,1.06E-05,0
AGTR2,0,0,0,0,0
AGTRAP,6.11E-06,7.03E-07,1.07E-05,1.76E-05,2.13E-05
AGXT,0.000492943,0.000250184,4.30E-05,1.98E-05,1.03E-05
AGXT2,2.46E-05,1.04E-05,3.12E-06,7.97E-06,0
AHCTF1,8.15E-05,6.15E-05,2.40E-05,5.77E-05,2.92E-05
AHCY,8.92E-06,1.14E-05,3.23E-06,0.00012949,0.000521615
AHCYL1,0.000127882,0.000229537,0.000130994,0.000126319,0.000211296
AHCYL2,7.22E-06,3.03E-05,5.00E-05,6.81E-05,3.01E-06
AHDC1,1.65E-05,2.61E-05,2.78E-05,3.99E-05,7.04E-05
AHI1,0.000158333,0.000147614,0.000106194,9.39E-05,0.000254093
AHNAK,0.000486281,0.000522609,0.000780807,0.000533064,0.00054242
AHNAK2,0,8.94E-06,7.52E-06,3.10E-05,1.81E-05
AHR,0.000126547,0.000108864,9.07E-05,9.25E-05,0.000356833
AHRR,0,0,1.29E-06,2.73E-06,0
AHSA1,8.98E-05,4.51E-05,8.94E-05,3.10E-05,4.56E-05
AHSA2P,2.38E-05,1.75E-05,4.73E-05,9.07E-05,5.44E-05
AHSG,0.000652571,0.000989492,0.000199068,6.05E-05,5.70E-05
AICDA,0,0,0,2.39E-06,1.75E-05
AIDA,6.13E-06,6.23E-06,1.76E-05,4.35E-05,1.81E-05
AIF1,1.08E-05,1.11E-05,4.88E-05,5.90E-05,5.43E-05
AIF1L,8.08E-06,7.03E-07,2.47E-06,0,0
AIFM1,4.39E-06,8.24E-06,7.52E-06,3.15E-05,4.63E-06
AIFM2,3.29E-06,4.22E-06,9.88E-06,9.37E-06,3.01E-06
AIFM3,0,0,3.12E-06,1.49E-05,0
AIG1,0.000183885,0.000151234,3.59E-05,6.19E-05,0.000315121
AIM2,2.19E-06,4.12E-06,0,2.78E-06,0
AIMP1,5.57E-05,5.11E-05,8.26E-05,0.000122782,4.16E-05
AIMP2,8.32E-06,1.12E-05,6.23E-06,1.28E-05,4.51E-06
AIP,1.48E-05,2.44E-05,1.13E-05,3.88E-05,1.84E-05
AIPL1,2.99E-05,0,0,0,0
AIRE,0,1.41E-06,6.45E-07,1.35E-06,0
AJAP1,0,1.28E-05,0,2.73E-06,0
AJM1,0,0,3.76E-06,2.82E-06,0
AK1,2.19E-06,4.92E-06,1.01E-05,2.63E-05,1.96E-05
AK2,6.35E-05,7.31E-05,3.91E-05,8.14E-05,1.39E-05
AK4,0.00022265,0.000234791,0.000146782,0.000137865,3.19E-05
AK5,0,0,1.29E-06,2.03E-06,3.01E-06
AK7,0,7.03E-07,9.06E-06,0,7.52E-06
AK8,0,0,0,2.03E-06,0
AK9,6.11E-06,4.22E-06,2.91E-05,1.70E-05,0
AKAIN1,0,0,0,0,0
AKAP1,6.58E-05,7.57E-05,8.84E-05,0.000208185,0.000148873
AKAP10,8.32E-06,4.75E-05,1.60E-05,2.36E-05,2.45E-05
AKAP11,3.84E-05,8.44E-05,5.75E-05,0.000181846,4.82E-05
AKAP12,0.000134655,0.000149428,4.47E-05,4.45E-05,0.000143584
AKAP13,0.00026872,0.000304029,0.000365029,0.00036644,0.000610769
AKAP14,0,0,0,0,0
AKAP17A,7.57E-05,1.66E-05,2.05E-05,7.59E-05,3.32E-05
AKAP3,0,2.71E-06,0,6.76E-07,0
AKAP4,0,0,0,0,0
AKAP5,0,0,6.23E-06,1.36E-05,1.80E-05
AKAP6,8.32E-06,7.54E-06,1.28E-05,1.38E-05,5.41E-05
AKAP7,7.94E-05,0.000123259,1.28E-05,9.07E-06,6.26E-06
AKAP8,2.64E-05,1.14E-05,2.49E-05,3.97E-05,4.15E-05
AKAP8L,7.80E-05,1.82E-05,3.07E-05,0.000100898,3.67E-05
AKAP9,0.000275721,0.000440585,0.00053275,0.000848789,0.000541587
AKIP1,0,2.71E-06,2.58E-06,7.40E-06,0
AKIRIN1,8.48E-05,0.000107147,0.00014748,0.00012276,5.06E-05
AKIRIN2,1.98E-05,2.97E-05,7.59E-05,1.56E-05,1.24E-05
AKNA,6.69E-05,1.63E-05,6.23E-05,5.26E-05,0.000113239
AKNAD1,2.19E-06,7.03E-07,1.29E-06,0,0
AKR1A1,3.84E-05,9.98E-05,0.000225672,6.94E-05,3.96E-05
AKR1B1,4.39E-06,4.45E-05,2.30E-05,2.01E-05,6.02E-06
AKR1B10,0,0,5.48E-06,2.39E-06,0
AKR1B15,0,0,0,0,0
AKR1C1,0.000575135,0.000421373,0.000305613,7.05E-05,6.65E-05
AKR1C2,0.000338987,0.000302759,0.000129328,4.19E-05,0
AKR1C3,0.000111902,5.25E-05,2.61E-05,2.06E-05,1.50E-06
AKR1C4,8.16E-05,0.000106399,1.36E-05,7.78E-06,0
AKR1D1,6.24E-05,5.39E-05,4.56E-05,3.86E-05,8.75E-06
AKR1E2,0,0,0,0,0
AKR7A2,1.81E-05,4.93E-05,1.36E-05,3.22E-05,4.51E-06
AKR7A3,7.37E-05,0.000160972,9.46E-06,2.28E-05,1.50E-06
AKT1,5.87E-05,0.000106959,4.31E-05,0.00013704,4.53E-05
AKT2,6.85E-05,3.71E-05,5.16E-05,3.53E-05,4.06E-05
AKT3,4.37E-05,2.67E-05,5.40E-05,3.02E-05,0.00023137
AKTIP,0,4.92E-06,3.87E-06,1.42E-05,7.52E-06
AL009178.1,5.63E-06,0,0,1.47E-06,0
AL021546.6,3.68E-05,2.85E-05,7.12E-05,2.67E-05,5.66E-05
AL031666.2,2.51E-06,1.41E-06,0,5.51E-06,0
AL033381.1,0,2.81E-06,0,0,0
AL078585.1,5.63E-06,0,0,0,0
AL121761.2,2.51E-06,0,0,0,0
AL138764.1,0,0,9.06E-06,6.76E-07,0
AL139147.1,0,0,6.45E-07,0,1.50E-06
AL355390.1,0,0,0,0,0
AL359878.1,1.37E-05,0,1.29E-06,0,0
AL360004.1,0,0,0,0,0
AL391421.1,0,0,0,0,0
AL445665.1,0,0,0,0,0
AL590708.2,8.08E-06,7.03E-07,0,3.65E-06,0
AL590867.1,5.63E-06,0,0,0,0
AL645728.1,2.51E-06,1.41E-06,9.06E-06,1.47E-06,4.51E-06
AL807752.1,0,2.15E-05,1.29E-06,3.86E-06,0
ALAD,3.34E-05,0.000102462,6.82E-05,9.22E-05,6.02E-06
ALAS1,0.000174728,0.000225446,3.59E-05,5.13E-05,1.80E-05
ALAS2,0,0,6.45E-07,0,0
ALB,0.049529058,0.056528468,0.010358863,0.004517233,0.001601465
ALCAM,2.81E-05,0.000112481,8.97E-05,5.49E-05,3.22E-05
ALDH16A1,7.68E-06,7.03E-07,9.78E-06,9.41E-06,3.13E-06
ALDH18A1,1.84E-05,8.24E-06,3.44E-05,0.000104222,7.14E-05
ALDH1A1,0.000410965,0.000359764,0.000197148,0.000305219,0.000158049
ALDH1A2,1.46E-05,1.27E-05,4.41E-06,0,3.01E-06
ALDH1A3,8.08E-06,0,3.12E-06,2.73E-06,7.64E-06
ALDH1B1,1.94E-05,2.06E-05,2.69E-05,4.37E-05,1.69E-05
ALDH1L1,0.000455148,0.000328792,5.94E-05,1.92E-05,1.75E-05
ALDH1L2,1.07E-05,7.03E-07,1.15E-05,1.02E-05,3.01E-06
ALDH2,0.000962736,0.001097822,0.000490412,0.000331434,0.000590762
ALDH3A1,0,0,0,0,0
ALDH3A2,0.000170537,0.000119239,7.41E-05,5.44E-05,1.18E-05
ALDH3B1,9.17E-06,1.41E-06,8.70E-06,4.86E-05,1.18E-05
ALDH3B2,0,0,0,0,0
ALDH5A1,9.31E-05,6.31E-05,2.47E-06,2.61E-05,1.50E-06
ALDH6A1,0.000443499,0.000305903,0.000124756,2.68E-05,6.87E-05
ALDH7A1,0.000150703,0.000177628,3.04E-05,5.35E-05,1.50E-05
ALDH8A1,7.88E-05,6.76E-05,4.94E-06,1.97E-05,0
ALDH9A1,5.21E-05,2.20E-05,1.45E-05,1.27E-05,6.26E-06
ALDOA,0.000110059,0.000120497,0.000167264,0.000392816,0.000321276
ALDOB,0.003156604,0.0030037,0.000630172,0.000152525,5.43E-05
ALG1,5.80E-06,4.12E-06,7.41E-06,1.35E-06,1.50E-06
ALG10,0,0,0,1.35E-06,0
ALG10B,8.14E-06,2.71E-06,1.13E-05,1.57E-05,5.55E-05
ALG11,4.28E-05,5.16E-05,9.93E-05,0.000136535,6.99E-05
ALG12,1.58E-05,4.22E-06,3.23E-06,1.32E-05,2.68E-05
ALG13,5.35E-05,1.11E-05,5.19E-05,3.36E-05,2.83E-05
ALG14,5.27E-05,4.22E-06,2.02E-05,1.84E-05,2.62E-05
ALG2,1.22E-05,2.55E-05,3.46E-05,2.21E-05,7.76E-06
ALG3,1.19E-05,9.65E-06,1.52E-05,4.40E-05,1.38E-05
ALG5,2.05E-05,1.73E-05,1.90E-05,3.52E-05,3.13E-06
ALG6,5.02E-06,2.68E-05,3.66E-05,1.15E-05,0
ALG8,2.56E-05,9.04E-06,1.89E-05,1.64E-05,1.84E-05
ALG9,1.10E-05,1.42E-05,4.80E-05,8.86E-06,1.50E-05
ALK,8.08E-06,1.41E-06,6.45E-07,0,0
ALKAL1,0,0,0,0,3.01E-06
ALKAL2,0,2.71E-06,6.88E-06,6.76E-07,9.15E-06
ALKBH1,8.32E-06,4.22E-06,3.86E-05,2.53E-05,2.13E-05
ALKBH2,2.19E-06,1.97E-05,1.38E-05,2.79E-05,1.53E-05
ALKBH3,1.10E-06,2.11E-06,6.23E-06,3.01E-05,3.01E-06
ALKBH4,5.63E-06,1.41E-06,1.94E-06,1.26E-05,1.08E-05
ALKBH5,3.73E-05,6.72E-05,8.70E-06,4.13E-05,2.78E-05
ALKBH7,3.22E-05,7.59E-05,6.71E-05,6.41E-05,2.37E-05
ALKBH8,0,5.53E-06,1.34E-05,8.06E-06,1.84E-05
ALLC,0,0,1.29E-06,4.78E-06,8.75E-06
ALMS1,1.03E-05,4.12E-06,1.96E-05,1.97E-05,1.08E-05
ALOX12,0,0,0,5.23E-06,0
ALOX12B,5.03E-06,0,3.76E-06,0,0
ALOX15,0,0,0,0,0
ALOX15B,3.34E-05,0,0,4.65E-06,0
ALOX5,0,2.42E-05,6.34E-06,1.35E-06,2.33E-05
ALOX5AP,0,1.41E-06,5.70E-06,4.37E-06,1.09E-05
ALPG,0,0,6.45E-07,7.42E-06,0
ALPI,5.63E-06,0,1.28E-05,2.73E-06,8.75E-06
ALPK1,4.65E-05,2.11E-06,1.40E-05,3.09E-05,1.65E-05
ALPK2,2.51E-06,1.99E-05,1.94E-06,8.71E-06,0
ALPK3,5.80E-06,1.14E-05,5.05E-06,2.58E-05,1.05E-05
ALPL,1.55E-05,2.47E-05,3.76E-06,0,0
ALPP,0,0,0,0,0
ALS2,4.50E-05,1.69E-05,8.81E-06,2.77E-05,1.50E-06
ALS2CL,5.63E-06,7.03E-07,6.99E-06,6.21E-05,7.76E-06
ALX3,1.69E-05,0,3.23E-06,2.98E-06,0
ALX4,0,0,3.65E-06,0,0
ALYREF,2.31E-05,5.63E-06,1.59E-05,1.52E-05,6.14E-06
AMACR,6.36E-05,2.51E-05,5.17E-05,0.000227823,2.44E-05
AMBN,0,0,0,0,0
AMBP,0.003669947,0.003766232,0.000914378,0.000268167,6.45E-05
AMBRA1,7.40E-05,9.64E-05,0.000129769,0.000193819,0.000180593
AMD1,0.000160668,0.000122479,0.000135038,0.000137443,0.000244886
AMDHD1,5.32E-05,9.33E-05,3.21E-05,4.72E-06,0
AMDHD2,9.42E-06,1.06E-05,4.52E-06,1.97E-05,9.15E-06
AMER1,3.46E-05,3.54E-05,1.29E-06,9.10E-06,1.50E-06
AMER2,2.19E-06,2.71E-06,1.29E-06,4.45E-06,0
AMER3,0,0,0,0,0
AMFR,3.06E-05,1.45E-05,5.51E-05,1.93E-05,5.78E-05
AMHR2,0,0,0,0,0
AMIGO1,8.08E-06,0,4.30E-06,3.86E-06,9.38E-06
AMIGO2,1.06E-05,2.20E-05,9.99E-06,2.00E-05,2.63E-05
AMIGO3,2.51E-06,0,6.45E-07,1.47E-06,0
AMMECR1,6.89E-06,1.10E-05,1.88E-05,5.10E-05,5.15E-05
AMMECR1L,1.77E-05,1.11E-05,3.06E-05,3.06E-05,4.15E-05
AMN,0.000122752,5.34E-05,6.23E-06,2.11E-05,1.34E-05
AMN1,2.19E-06,4.12E-06,0,4.06E-06,1.50E-06
AMOT,0,0,1.29E-06,4.42E-06,1.50E-06
AMOTL1,7.96E-05,4.12E-06,1.67E-05,1.43E-05,5.23E-05
AMOTL2,0,0,0,6.63E-06,0
AMPD1,0,0,0,0,0
AMPD2,4.29E-05,9.55E-06,2.35E-05,3.34E-05,7.64E-06
AMPD3,2.19E-06,7.03E-07,3.12E-06,1.89E-05,5.56E-05
AMPH,1.10E-06,1.41E-06,1.29E-06,5.67E-06,1.50E-06
AMT,6.34E-05,2.31E-05,9.69E-05,1.60E-05,1.18E-05
AMY1A,1.96E-05,4.92E-06,6.45E-07,8.46E-06,4.63E-06
AMY1B,4.39E-06,7.03E-07,0,2.94E-06,0
AMY1C,6.13E-06,7.03E-07,0,1.47E-06,0
AMY2A,5.80E-06,2.81E-06,0,2.14E-06,9.26E-06
AMY2B,2.28E-05,7.03E-06,1.27E-05,1.20E-05,8.97E-05
AMZ1,1.03E-05,0,2.47E-06,1.35E-06,6.09E-05
AMZ2,1.25E-05,4.81E-05,6.12E-05,5.29E-05,8.37E-05
ANAPC1,1.89E-05,2.66E-05,6.62E-05,4.55E-05,1.05E-05
ANAPC10,1.10E-06,8.59E-05,1.86E-05,3.40E-05,3.13E-06
ANAPC11,3.46E-05,5.97E-05,0.000131337,0.000150205,7.39E-05
ANAPC13,1.50E-05,2.95E-05,5.18E-05,4.65E-05,3.51E-05
ANAPC15,2.17E-05,8.94E-06,1.05E-05,1.27E-05,3.01E-06
ANAPC16,0.00012645,9.75E-05,9.29E-05,0.000144239,5.29E-05
ANAPC2,6.11E-06,2.81E-06,1.94E-06,4.81E-06,0
ANAPC4,3.56E-05,1.45E-05,5.89E-05,7.96E-05,6.75E-05
ANAPC5,6.28E-05,0.00012722,0.000101192,0.00019209,0.00018149
ANAPC7,3.37E-05,9.75E-06,3.57E-05,3.75E-05,1.37E-05
ANGEL1,5.03E-06,7.03E-07,6.45E-07,6.76E-07,0
ANGEL2,1.63E-05,5.23E-05,3.09E-05,4.27E-05,1.50E-05
ANGPT1,0,0,1.27E-05,2.73E-05,1.78E-05
ANGPT2,2.25E-05,1.35E-05,1.47E-05,2.18E-05,9.66E-05
ANGPT4,5.63E-06,0,0,0,0
ANGPTL1,3.29E-06,5.53E-06,5.11E-05,8.89E-06,2.36E-05
ANGPTL2,7.54E-06,1.62E-05,1.35E-05,1.17E-05,0.000138583
ANGPTL3,0.000785932,0.000768411,0.000177772,2.96E-05,1.75E-05
ANGPTL4,0.000316574,0.000207665,5.15E-05,3.25E-05,8.33E-05
ANGPTL6,6.89E-06,4.12E-06,3.12E-06,1.47E-06,3.01E-06
ANGPTL7,0,0,0,2.94E-06,0
ANGPTL8,2.13E-05,2.69E-05,6.45E-07,1.35E-06,0
ANK1,1.74E-05,2.11E-06,0,4.20E-06,1.50E-06
ANK2,1.00E-05,3.63E-05,3.13E-05,3.07E-06,3.20E-05
ANK3,4.73E-05,0.000175346,8.14E-05,0.000199968,8.63E-05
ANKAR,1.74E-05,1.23E-05,2.09E-05,4.04E-05,4.62E-05
ANKDD1A,5.63E-06,7.03E-07,6.34E-06,2.82E-06,4.44E-05
ANKDD1B,0,0,2.58E-06,1.36E-05,3.13E-06
ANKEF1,1.10E-06,0,6.45E-07,2.82E-06,0
ANKFN1,0,2.11E-06,1.29E-06,0,1.50E-06
ANKFY1,3.31E-05,2.37E-05,4.66E-05,3.75E-05,3.14E-05
ANKH,0.000100822,3.93E-05,6.68E-05,0.000134038,8.42E-05
ANKHD1,0.000222301,0.000160055,0.000208437,0.000194049,0.000284071
ANKHD1-EIF4EBP3,3.61E-06,2.81E-06,7.57E-05,1.94E-05,1.53E-05
ANKIB1,2.02E-05,2.30E-05,0.00011375,0.000117395,0.000400577
ANKK1,0,0,0,0,0
ANKLE1,1.10E-06,0,6.45E-07,0,0
ANKLE2,8.60E-05,6.04E-05,7.49E-05,0.000133683,9.96E-05
ANKMY1,5.63E-06,4.22E-06,5.70E-06,3.02E-05,3.13E-06
ANKMY2,4.39E-06,1.21E-05,6.34E-06,2.12E-05,0
ANKRA2,1.99E-05,3.66E-05,2.28E-05,6.32E-05,1.06E-05
ANKRD1,2.51E-06,4.82E-06,9.83E-05,5.13E-05,2.82E-05
ANKRD10,0.000118379,0.00013445,0.000202929,0.000387982,0.000504192
ANKRD11,0.000487662,0.000447502,0.0002943,0.000420368,0.000400043
ANKRD12,4.24E-05,6.11E-05,6.23E-05,4.66E-05,1.78E-05
ANKRD13A,3.99E-05,4.26E-05,4.35E-05,5.80E-05,2.26E-05
ANKRD13C,3.29E-06,4.68E-05,5.82E-05,4.55E-05,1.90E-05
ANKRD13D,2.99E-05,1.71E-05,2.03E-05,3.94E-05,2.98E-05
ANKRD16,1.69E-05,6.93E-06,3.76E-06,1.68E-05,7.76E-06
ANKRD17,0.000120374,0.000104294,0.000126969,0.000150019,0.00021858
ANKRD18A,0,5.53E-06,2.59E-05,5.06E-05,7.52E-06
ANKRD18B,0,3.42E-06,5.81E-06,8.51E-06,1.50E-06
ANKRD2,0,0,0,0,3.13E-06
ANKRD20A2P,2.77E-05,1.41E-06,4.41E-06,1.98E-05,0
ANKRD20A4P,3.85E-05,2.11E-06,3.87E-06,8.66E-06,0
ANKRD22,0,0,9.78E-06,1.32E-05,9.38E-06
ANKRD23,6.11E-06,1.48E-05,2.41E-05,9.20E-05,3.01E-06
ANKRD24,1.03E-05,0,0,1.31E-06,0
ANKRD26,0.000117087,1.93E-05,3.50E-05,5.68E-05,3.28E-05
ANKRD27,3.12E-05,6.83E-06,2.76E-05,4.75E-05,6.02E-06
ANKRD28,0.000132026,6.62E-05,0.000103377,7.32E-05,0.000156684
ANKRD29,3.61E-06,4.05E-05,1.62E-05,3.86E-06,2.21E-05
ANKRD30A,0,0,0,0,1.50E-06
ANKRD30B,2.51E-06,7.03E-07,0,1.66E-05,0
ANKRD30BL,9.09E-06,1.85E-05,1.34E-05,2.09E-05,1.03E-05
ANKRD31,0,1.99E-05,0,0,0
ANKRD33,0,0,0,0,0
ANKRD33B,0,0,2.06E-05,5.95E-06,0
ANKRD34A,0,0,0,5.71E-06,0
ANKRD34B,3.51E-05,5.77E-05,3.35E-05,4.63E-05,1.65E-05
ANKRD34C,0,0,0,0,3.01E-06
ANKRD35,5.63E-06,7.03E-07,0,0,4.51E-06
ANKRD36,0.000113623,0.000125769,0.00014821,0.000343932,0.00016092
ANKRD36C,0.000147055,0.000204541,0.000134669,0.00026897,0.000150399
ANKRD37,2.51E-06,7.03E-07,9.88E-06,1.10E-05,6.26E-06
ANKRD40,3.36E-05,5.16E-05,3.21E-05,5.07E-05,5.22E-05
ANKRD42,1.14E-05,3.96E-05,1.89E-05,3.70E-05,3.14E-05
ANKRD44,1.40E-05,7.97E-05,2.40E-05,2.33E-05,2.13E-05
ANKRD45,0,0,9.06E-06,6.76E-07,5.93E-05
ANKRD46,3.29E-05,5.53E-06,5.80E-05,5.44E-05,2.80E-05
