gene,1_nmc_H5,2_nmb_H5,3_mb_H5,4_mc_H5,5_mcol_H5
MSC,0.0,0.0,1.2037528796080183e-05,1.498116626625093e-05,5.5110361787683083e-05
MSGN1,0.0,0.0,0.0,0.0,0.0
MSH2,1.0063146242672772e-05,0.0,6.768737885099261e-06,2.5977519755653215e-05,1.500270684342064e-05
MSH3,0.00023494588127419882,0.0001722156659289418,0.0002650345483401714,0.00014147126337264637,0.00010109585985707165
MSH4,0.0,0.0,1.826243854689429e-06,2.388732825010988e-06,0.0
MSH5,1.0586871714525953e-05,2.8128623735305432e-05,1.8300253809085386e-05,2.9874199063982856e-05,9.145289413740011e-06
MSH5-SAPCD1,0.0,0.0,1.826243854689429e-06,3.411041618264616e-06,0.0
MSH6,3.879127206603784e-05,5.200077099416923e-05,2.815501720834065e-05,3.965332751860561e-05,1.0768931526547938e-05
MSI1,2.509001041235432e-06,4.220074048232633e-06,4.942494030409831e-06,2.617376237364616e-06,0.0
MSI2,5.800648420373737e-05,6.192168598397253e-05,0.00013773240132802558,0.0001853740864281014,8.356226036773566e-05
MSL1,9.211706190272306e-05,5.485315774765604e-05,9.231179011572535e-05,0.00011692239735115838,3.756764874621689e-05
MSL2,1.5094719364009158e-05,9.647482460715673e-06,2.321252317793082e-05,3.0038661367254544e-05,1.528191990710719e-05
MSL3,1.3338994785722022e-05,2.5303740375385164e-05,3.191627054457654e-05,3.786103435187235e-05,1.6387723650985544e-05
MSLN,0.0,0.0,6.450031605154866e-07,2.0294102128039547e-06,0.0
MSMB,0.0,0.0,0.0,0.0,0.0
MSMO1,0.00017213269167843,0.00012604851398913378,2.2886226297359724e-05,6.126794334308841e-05,7.760272606175105e-06
MSMP,0.0,0.0,0.0,0.0,0.0
MSN,8.434998397752794e-05,6.0252361585029935e-05,0.00017001909615294402,6.500143917309607e-05,0.0001558168094805769
MSR1,2.702118630246734e-05,5.0815736770573256e-05,1.880626668117944e-05,2.8526334020197536e-05,2.9647475728976746e-05
MSRA,1.0829993744486589e-05,2.118334481973277e-05,3.870018963092919e-06,6.764700709346516e-07,2.9528163076355235e-05
MSRB1,5.223338878129432e-05,5.182891740257531e-05,2.2924041559550824e-05,5.1137089607437933e-05,1.7144187325158143e-05
MSRB2,3.668443154059063e-05,3.696158136763692e-05,6.553951827544835e-05,3.90111905014133e-05,5.090612571838607e-05
MSRB3,4.045460396652327e-05,3.552998825111556e-05,3.6189062291193723e-05,2.7107969034796314e-05,0.0001441019746212156
MSS51,1.0336067661304366e-05,1.4066913494108778e-06,1.9350094815464596e-06,3.653670668756532e-06,1.5043294601864166e-06
MST1,0.00029877894945643896,0.0001844466046854262,3.2809029620370484e-05,1.885124019192301e-05,0.00010615622585413615
MST1R,1.2364713658223096e-05,7.033456747054389e-07,8.167509832987265e-06,3.0013448081404855e-05,4.632301033180761e-06
MST4,4.385892775886362e-06,0.0,1.346652540553259e-05,5.365933422832869e-06,6.255943145988689e-06
MSTN,0.0,0.0,0.0,0.0,0.0
MSTO1,7.540574162571818e-06,1.4952912239964054e-05,1.9699025756973393e-05,1.373019206175871e-05,2.402868360453914e-05
MSX1,7.627313821434629e-05,0.00017652131618220006,0.00011796358405573946,8.099483756326751e-05,0.0001463426056925766
MSX2,0.0,0.0,0.0,3.382350354673258e-06,0.0
MT-TP,0.00014467381343023696,0.00018000583599107688,3.964580742922525e-05,1.5863959274639832e-05,0.0
MT1A,6.846348182852971e-05,0.0001889640750646417,0.0001229060780861493,2.3470396088300725e-05,7.760272606175105e-06
MT1B,2.192946387943181e-06,7.033456747054389e-07,0.0,0.0,0.0
MT1E,0.002322577723989484,0.002976582726797173,0.0009742817153311093,0.0003715706103535829,0.00035477702145065567
MT1F,0.0001365603309387214,0.00025657682524176496,5.805773730607809e-05,1.102329927029343e-05,1.6268410998364032e-05
MT1G,0.0010823490469505828,0.0016500011128256168,0.0003785578992076507,6.618930531540912e-05,3.950004317028705e-05
MT1H,0.00013446322225675288,0.00015776566156503087,4.0432711319072595e-05,1.3086881186823082e-05,4.632301033180761e-06
MT1HL1,1.394154189651139e-05,2.319370335126885e-05,1.2900063210309731e-06,1.308688118682308e-06,0.0
MT1M,0.00024891064645171125,0.00032561398007166324,9.483505047486141e-05,4.250356219937538e-05,0.00021045878217838015
MT1X,0.00123717639443223,0.0017290757863247176,0.0005287364411243502,0.00014056135687337922,0.00013376110805855143
MT2A,0.005847219107126035,0.006201850965924624,0.0020381521848116943,0.0007599403377162747,0.001999342635999891
MT3,2.509001041235432e-06,0.0,0.0,3.926064356046924e-06,1.899785685505032e-05
MT4,8.07787067329052e-06,0.0,0.0,0.0,0.0
MTA1,3.1908924377672693e-05,0.0001194233714285854,4.817274924525843e-05,4.8748527469974154e-05,2.7674493546463057e-05
MTA2,3.459155985371011e-05,1.8987731590590788e-05,6.67423110877339e-05,3.8998719119251914e-05,2.1418550400474367e-05
MTA3,7.2109484704140455e-06,1.9172986288196688e-05,9.746660333234424e-05,4.999382887420422e-05,7.295271358828132e-05
MTAP,6.768008839574709e-05,2.7231124328351644e-05,9.326415313607714e-05,5.6413432847431505e-05,7.84121209656253e-05
MTARC1,2.669156061030956e-05,7.637123929179591e-06,1.4647766099706531e-05,1.4621843654043897e-05,0.0
MTARC2,0.00012160600522515759,7.310933908843225e-05,3.781956357453582e-05,1.5051682949609772e-05,1.5162607254485677e-05
MTBP,0.0,0.0,7.522506672471777e-06,3.382350354673258e-06,0.0
MTCH1,7.739814869400416e-05,6.667954952350307e-05,9.43989060246072e-05,0.00010768934080548005,8.245645662385731e-05
MTCH2,9.275671224542874e-05,4.570636116848668e-05,3.793123964230328e-05,6.75186598996006e-05,2.0900712031544795e-05
MTCL1,9.417465897222748e-06,6.130754087188478e-06,6.986269138813321e-06,2.9367799382688854e-06,0.0
MTDH,0.0002116316066361536,0.0002532377834701481,0.0003929099273495138,0.0005809959275710045,0.0003469896602196139
MTERF1,1.1159619436644362e-05,5.4274084124830395e-06,6.341265978297835e-06,6.764700709346516e-07,7.640959953553595e-06
MTERF2,3.5737292490822754e-05,1.4853233747383818e-05,1.9350094815464596e-06,1.3437747129404342e-05,1.5043294601864166e-06
MTERF3,2.192946387943181e-06,2.1100370241163164e-06,5.051259657266862e-06,2.6553149218575923e-05,9.383914718983035e-06
MTERF4,1.0270817061233702e-05,3.867880885588702e-05,9.566281780875268e-06,3.5776803590004324e-05,1.4883394190799129e-05
MTF1,3.803885990637308e-05,3.9775665248001276e-05,2.4687771028771993e-05,3.060419409527736e-05,2.1418550400474367e-05
MTF2,2.8082208285039227e-05,2.0097989088717018e-05,4.105508041865038e-05,9.652633769087874e-05,2.7674493546463057e-05
MTFMT,8.07787067329052e-06,1.3867556508948305e-05,1.346652540553259e-05,2.6306955571892737e-05,2.7744620552482268e-05
MTFR1,1.2463763449176884e-05,2.1100370241163164e-06,1.652026119578473e-05,4.29540855546947e-05,4.51298838055925e-06
MTFR1L,2.5087590294290233e-05,1.344654239797294e-05,6.986269138813321e-06,2.4928753942099916e-05,2.1776488358338902e-05
MTFR2,0.0,1.4066913494108778e-06,6.450031605154866e-07,1.3529401418693032e-06,0.0
MTG2,3.738705335244267e-05,2.2390679183983174e-05,1.851778506279945e-05,3.4539653673633745e-05,3.799571371010064e-05
MTHFD1,0.0002139671099800449,0.00021092687322349653,3.9444302755335556e-05,5.129924426655066e-05,2.2524354144352722e-05
MTHFD1L,0.00012675748339987307,0.00026960666572611473,0.00022742054265767703,0.0003696213269173496,0.0002808717416001399
MTHFD2,7.827066620068933e-06,7.033456747054389e-07,1.2247469449167548e-05,2.6315045640096064e-05,4.560713441607854e-05
MTHFD2L,0.00010185199728087882,4.7005176172217475e-05,7.924803749371703e-05,8.851890558631542e-05,1.5162607254485677e-05
MTHFR,5.7567445517057436e-05,2.592150984506494e-05,2.829400749676208e-05,2.8805892764842026e-05,6.136630493367178e-06
MTHFS,9.047137317968386e-05,5.054680631285515e-05,1.3110003863397095e-05,3.343948784553443e-05,1.1755422617804784e-05
MTHFSD,2.192946387943181e-06,9.846839445876143e-06,1.375500702391258e-05,1.143735956719912e-05,3.1279715729943444e-06
MTIF2,3.800317150209755e-05,1.1757519484831988e-05,3.374251439926597e-05,4.1997362504769933e-05,2.1020024684166307e-05
MTIF3,5.925471165997676e-05,7.982146021709151e-05,0.00011260956779182547,0.00011737464964777174,9.659146936467118e-05
MTM1,9.733520550514999e-06,2.5118485677779267e-05,1.8052497893806925e-05,2.8668013293219448e-05,1.9675595635044925e-05
MTMR1,2.5573207243803794e-05,1.5471003217063593e-05,5.696262817782348e-06,1.176923465026477e-05,9.383914718983035e-06
MTMR10,2.9335299846774315e-05,8.34046960388503e-06,1.6443785292831557e-05,3.127681080369305e-05,9.145289413740011e-06
MTMR11,0.0,1.1350607661411196e-05,1.4508775811285098e-05,3.7360865601901003e-05,1.0768931526547938e-05
MTMR12,6.940436156484668e-05,9.846839445876143e-06,7.836632949449757e-05,4.485013285856571e-05,4.51298838055925e-06
MTMR14,6.114475276442455e-06,2.5500495734089575e-05,1.6762491572775954e-05,1.6824819196269244e-05,1.5043294601864166e-06
MTMR2,1.0964731939715905e-06,6.230432579768714e-06,2.234998876370127e-05,2.835841949215334e-05,1.54012325597287e-05
MTMR3,4.051217254333299e-05,3.135151988400404e-05,3.955306838219259e-05,5.526991435592904e-05,3.056383981421438e-05
MTMR4,1.799883389034885e-05,1.3867556508948305e-05,1.9350094815464596e-06,3.7100100927939834e-05,9.383914718983035e-06
MTMR6,1.5847995826957454e-05,3.566606917190479e-05,4.029372103065116e-05,4.581595848442047e-05,2.4546521973468712e-05
MTMR7,0.0,2.7137042062415198e-06,1.2900063210309731e-06,5.554156175633502e-06,7.640959953553595e-06
MTMR9,2.469271400206179e-05,5.539221792646311e-05,4.127054661002499e-05,3.373325937670419e-05,3.3761938393227934e-05
MTNR1B,0.0,0.0,0.0,0.0,0.0
MTO1,4.8341659281466005e-05,5.0829839058127825e-05,5.1441105848314215e-05,5.983138221705341e-05,1.500270684342064e-05
MTOR,3.24638640658376e-05,3.516208048235982e-05,9.348750527161206e-06,4.980055237164809e-05,7.640959953553595e-06
MTPAP,3.700574809907974e-05,2.592150984506494e-05,1.751626036014847e-05,5.485949338678167e-05,2.4665834626090224e-05
MTPN,3.3027277744178474e-05,5.7516357238133995e-05,6.11437628202341e-05,0.00012808229749252525,5.186307756206723e-05
MTR,9.409356977013351e-05,4.872240366046757e-05,2.4720060752675853e-05,4.635137684193288e-05,8.918105249217326e-05
MTRES1,2.877956819169439e-05,5.527086905063275e-06,4.942494030409831e-06,6.9513483406898e-06,6.079876525416849e-05
MTREX,4.548577928815849e-05,0.00011037885496845232,9.295388283533041e-05,0.00012101621886166538,9.172105869021881e-05
MTRF1,1.3461186852194689e-05,7.637123929179591e-06,3.7612533362358885e-06,2.5654786439365174e-05,0.0
MTRF1L,3.4755860244734565e-05,4.669534121492085e-05,1.063875684819218e-05,1.3754392839881729e-05,3.9668541469510864e-05
MTRNR2L1,0.0013964578214224247,0.0013466742994144901,0.00067988571318545,0.0010853509354799456,0.0005684530818834632
MTRNR2L10,0.00022328788968545792,0.0003000089822240305,0.00014642802618625587,0.00017515372001634976,4.156279875784657e-05
MTRNR2L11,0.00010111416145050292,9.939055884915308e-05,8.844438625000924e-05,8.222982366722878e-05,2.0900712031544795e-05
MTRNR2L12,0.018868966282585668,0.018067515586306936,0.012174676792106412,0.01468886158709514,0.008332493263701135
MTRNR2L13,9.403894858357226e-06,2.4896828551964373e-05,1.1531515923986128e-05,2.3927534550650085e-05,3.008658920372833e-06
MTRNR2L3,0.00014809497244591026,0.00020782233135044055,0.00010318465483249333,0.00010988629303515503,2.691802987229046e-05
MTRNR2L4,2.5308832151716677e-05,4.609167403279566e-05,2.7453025200644143e-05,2.0362136701544242e-05,8.746763697431951e-06
MTRNR2L5,2.0606884722538068e-05,1.4066913494108778e-06,1.2900063210309731e-06,5.911222545663884e-06,3.008658920372833e-06
MTRNR2L6,0.0001212082871457964,0.00012262396743662957,4.052436842327917e-05,0.0001232023156284978,9.495922936370446e-05
MTRNR2L7,1.2212959395955293e-05,1.143618386643686e-05,1.4049014180579815e-05,9.998734234863152e-06,1.5043294601864166e-06
MTRNR2L8,0.009181295850120296,0.009152620267658848,0.005941044881424434,0.00773837075340984,0.004591102926880569
MTRNR2L9,1.7317465140623294e-05,2.138010017843718e-05,2.4712470152049156e-06,1.2459166612202515e-05,1.5043294601864166e-06
MTRR,7.755940185655679e-05,5.574995597306724e-05,9.566281780875268e-06,1.988753462331493e-05,3.07532794728551e-05
MTSS1,0.00012849171772315792,8.022837204051231e-05,0.00011056288224251155,8.82315620591899e-05,4.544723400501351e-05
MTSS2,5.482365969857952e-06,2.319370335126885e-05,1.0886512763470643e-05,5.123304372340953e-06,6.435531745501799e-05
MTURN,1.3473732980951337e-05,2.3797370533394053e-05,3.198431046833204e-05,4.557457316837854e-05,0.0002644837659176304
MTUS1,0.00012468893587295836,0.00019352549145327874,9.824507124299392e-05,6.151578263849208e-05,7.326198156351499e-05
MTUS2,1.4656709837120062e-05,1.4066913494108778e-06,1.9350094815464596e-06,9.739824437460816e-06,1.1755422617804784e-05
MTX1,0.0,0.0,1.9350094815464596e-06,7.219910664346192e-06,1.5043294601864166e-06
MTX2,1.0964731939715905e-06,6.230432579768714e-06,2.2241223136844237e-05,3.722270272299653e-05,1.3777590446920771e-05
MTX3,0.0,4.600609782776999e-05,1.7919033143672735e-05,1.077769399031008e-05,3.103249253654165e-05
MUC1,0.0,0.0,1.2900063210309731e-06,2.0294102128039547e-06,0.0
MUC12,2.509001041235432e-06,2.2601536830242158e-05,5.427178484656505e-05,1.4783120625953383e-05,0.0
MUC13,5.634120232125754e-06,2.7137042062415198e-06,3.685876457498636e-05,5.875775262349098e-05,1.5043294601864166e-06
MUC15,0.0,5.4274084124830395e-06,1.3001238236540063e-05,4.245474573567706e-05,4.51298838055925e-06
MUC16,0.0,0.0,0.0,0.0,0.0
MUC17,0.0,7.033456747054389e-07,0.0,1.06292067999106e-05,0.0
MUC19,0.0,1.2139529541142298e-05,2.5800126420619463e-06,1.9851581896169597e-06,3.008658920372833e-06
MUC2,8.143121273361185e-06,7.033456747054389e-07,0.0,0.0,0.0
MUC20,2.192946387943181e-06,0.0,6.450031605154866e-07,4.289720080138189e-06,0.0
MUC21,0.0,0.0,0.0,0.0,0.0
MUC3A,2.171934907343927e-05,1.557068170964383e-05,3.350028402227475e-05,7.326046312474149e-05,1.0768931526547938e-05
MUC4,8.307421664385636e-06,7.033456747054389e-07,0.00022987322490220787,0.00020617710702420966,1.817126617485851e-05
MUC5AC,0.0,1.9887832624000638e-05,0.0,0.0,0.0
MUC5B,8.07787067329052e-06,0.0,1.2759007859548842e-05,0.0,0.0
MUC6,1.615574134658104e-05,0.0,1.2759007859548842e-05,0.0,0.0
MUC7,0.0,0.0,0.0,0.0,0.0
MUCL1,0.0,1.0647261986705759e-05,1.9350094815464596e-06,4.613989108511664e-05,0.0
MUCL3,0.0,0.0,0.0,0.0,0.0
MUL1,1.254500520617716e-05,1.0954495317546314e-05,1.1819997542366122e-05,2.424519276885415e-05,1.5043294601864166e-06
MUS81,1.33254237468565e-05,7.033456747054388e-06,2.575181011689123e-05,2.8569351320160762e-05,1.3538965141677749e-05
MUSK,5.634120232125754e-06,0.0,0.0,6.777831213342238e-06,0.0
MUTYH,2.7272227548564747e-05,2.7137042062415198e-06,1.7119013114911446e-05,5.210062936014734e-06,1.0768931526547938e-05
MVB12A,2.3797254513499058e-05,1.1757519484831988e-05,4.0688057834977754e-05,4.4704936416954514e-05,1.951569522397989e-05
MVB12B,0.0,8.944136786010234e-06,1.858873542746538e-05,1.3038003857644315e-05,1.5043294601864166e-06
MVD,4.04131227523792e-05,6.933778254474153e-06,6.87750351195629e-06,1.5716593985825647e-05,2.0502186315236735e-05
MVK,6.230392333543219e-05,1.105417381012655e-05,2.5800126420619463e-06,1.5439696825408165e-05,8.746763697431951e-06
MVP,1.9891716781929394e-05,0.00011448845104454882,0.00015888282119113397,0.00023670194820148496,0.00010677295118024176
MX1,4.504981958148715e-05,1.0350828135421111e-05,2.1168748069527328e-05,5.8667690095498804e-05,9.456981719952662e-05
MX2,4.6266595628538984e-05,8.844458293429999e-06,6.447233218216356e-05,4.3279432253135924e-05,6.5719392903166e-05
MXD1,2.198961318113095e-05,1.1757519484831988e-05,6.450031605154865e-06,1.2882133370826181e-05,1.5162607254485677e-05
MXD3,2.2894643906347046e-05,7.033456747054388e-06,6.341265978297835e-06,1.3500536141678408e-05,0.0
MXD4,3.854877714648491e-05,2.9116902600197007e-05,7.1458837885232e-05,4.023322021670589e-05,0.0001140855124235065
MXI1,3.858257633736804e-05,7.92548966447179e-05,4.330879618014123e-05,0.00012335854015381695,4.568585931025653e-05
MXRA5,5.018002082470864e-06,5.4274084124830395e-06,2.9739030686038855e-05,7.239473148818689e-06,8.646265514635481e-05
MXRA7,2.2799831110481248e-05,2.8133826988217555e-06,2.9374073164705692e-05,3.513022031503718e-05,9.310607549778372e-05
MXRA8,0.0,1.1350607661411196e-05,2.7547829310016264e-05,1.9981187722815883e-05,0.00026032036963830084
MYADM,0.00014109632170667698,0.00011390078659489163,0.0003904025760116451,0.00021690252879983608,0.0015831875505877102
MYB,0.0,0.0,2.0632510535868872e-05,8.739291610678159e-05,0.0
MYBBP1A,3.232568084243531e-05,1.8888053098010553e-05,4.406256496751375e-06,2.3690273118654044e-05,3.1279715729943444e-06
MYBL1,1.3109443794626906e-05,6.933778254474153e-06,6.341265978297835e-06,4.762236277433711e-06,1.6666936714672092e-05
MYBL2,0.0,0.0,1.826243854689429e-06,0.0,0.0
MYBPC1,1.0964731939715905e-06,0.0,0.0,0.0,0.0
MYBPC2,8.07787067329052e-06,0.0,0.0,0.0,0.0
MYBPC3,0.0,0.0,0.0,1.4683899691344427e-06,0.0
MYBPH,0.0,4.823741230357837e-06,0.0,0.0,0.0
MYC,0.00015116870578739129,0.00010061689054605925,5.786175817047564e-05,7.855045127833542e-05,0.00010747163131965328
MYCBP2,0.00012271031316704622,0.00012979020229647454,9.037125509589165e-05,0.00014108196644558278,0.00031358734271146423
MYCBPAP,9.174343867262112e-06,2.1100370241163164e-06,1.2900063210309731e-06,3.0652028959456398e-06,0.0
MYCL,0.0,0.0,3.652487709378858e-06,3.857122794145431e-06,0.0
MYCN,0.0,0.0,0.0,0.0,1.5043294601864166e-06
MYCT1,2.0126292485345544e-05,3.7121934298132335e-05,3.116250175720402e-06,2.821330111003746e-06,1.0888244179169451e-05
MYD88,1.5531941173665202e-05,5.626765397643511e-06,4.432428240027713e-05,1.3372113184001656e-05,6.255943145988689e-06
MYDGF,4.420901454623284e-05,4.5302050971521946e-05,4.688274292422746e-05,5.216814824128571e-05,8.269508192910031e-05
MYEF2,8.07787067329052e-06,0.0,1.3110003863397095e-05,2.3827073858023698e-05,0.0
MYEOV,0.0,3.4170498809469584e-06,6.768737885099261e-06,2.5715489570705444e-05,3.1279715729943444e-06
MYF6,0.0,0.0,6.450031605154866e-07,0.0,0.0
MYG1,6.894893817121794e-06,1.907330779561645e-05,1.569001650545904e-05,2.6555501866952444e-05,1.2034635681491333e-05
MYH1,0.0,0.0,6.450031605154866e-07,0.0,0.0
MYH10,4.1729575700792546e-05,9.203639624110785e-05,6.795031596752447e-05,6.324857218064155e-05,0.00018266471234684812
MYH11,5.3216083130367214e-05,9.043815278590469e-06,1.4002762939191044e-05,2.5914551370910076e-05,0.00027406597021493686
MYH13,0.0,0.0,0.0,0.0,0.0
MYH14,3.8574894314107084e-05,0.00010863672571309175,0.0001000518280419112,0.00022675592502885327,4.8217267620143314e-05
MYH15,0.0,7.033456747054389e-07,6.450031605154866e-07,1.4683899691344427e-06,0.0
MYH2,0.0,0.0,0.0,0.0,0.0
MYH3,2.1187314467917427e-05,1.3546220890553175e-05,0.0,3.411041618264616e-06,0.0
MYH4,0.0,0.0,6.450031605154866e-07,0.0,0.0
MYH6,0.0,0.0,0.0,0.0,0.0
MYH7,0.0,0.0,0.0,0.0,0.0
MYH7B,3.6054742352070228e-06,1.5656257914669494e-05,6.41719541086381e-05,0.00018620996021951393,2.7744620552482268e-05
MYH8,0.0,0.0,0.0,0.0,0.0
MYH9,0.00018496418934210433,0.00016776236266965747,0.0002607397152748205,0.00030980775172886194,0.000699242373196986
MYL1,0.0,0.0,0.0,0.0,0.0
MYL10,0.0,0.0,0.0,0.0,0.0
MYL12A,0.000278644802156046,0.00024585808933758806,0.0002547955588008173,0.0002778816809030774,0.0002511025025958326
MYL12B,0.00023608047104242908,0.00025213712618820695,0.00024076809673834908,0.0002839568722884552,0.0006318934056076511
MYL3,1.690236069637726e-05,0.0,1.826243854689429e-06,2.9772005978218803e-06,0.0
MYL4,0.0,0.0,1.2900063210309731e-06,0.0,0.0
MYL5,1.1596841246300406e-05,3.606218151576967e-05,1.8120537817562426e-05,4.966190151072841e-06,0.0
MYL6,0.00033444642095349127,0.000405383664885482,0.0005909294767886776,0.0009112293863749677,0.0011529033344441504
MYL6B,3.818872495524847e-05,1.8270283628330775e-05,2.4611295125818822e-05,5.757639574257375e-05,6.883876658800155e-05
MYL9,5.671002221446581e-05,3.454431101268005e-05,7.483334501776798e-05,0.0001052370324300496,0.0007382683467355562
MYLIP,9.174343867262112e-06,4.120395555652397e-06,3.342380811932157e-05,9.462743223834902e-05,3.242610723226533e-05
MYLK,0.00014055942299565945,7.403694351540865e-05,0.00016843799311615627,7.633791015255776e-05,0.0004180284701205329
MYLK3,2.192946387943181e-06,7.033456747054389e-07,1.3404011020064328e-05,3.411041618264616e-06,8.746763697431951e-06
MYLK4,0.0,0.0,6.450031605154866e-07,6.145613165594581e-06,0.0
MYLPF,0.0,2.2701215322822393e-05,3.116250175720402e-06,2.249233931823409e-05,1.5043294601864166e-06
MYMK,0.0,0.0,0.0,0.0,0.0
MYNN,2.2292096795557683e-05,1.5656257914669494e-05,7.974354932427396e-05,2.0304924535604383e-05,0.00013561374626050077
MYO10,0.0001390549964760311,5.47419785939773e-05,0.00013419505016236196,0.00021739451805140842,0.00021158474798525654
MYO15A,1.3777241505486938e-05,1.2842875215847738e-05,6.450031605154866e-07,4.289720080138189e-06,1.0251093157618368e-05
MYO15B,3.6054742352070228e-06,1.4066913494108778e-06,1.633501966597453e-05,4.646718005509035e-05,6.136630493367178e-06
MYO16,2.192946387943181e-06,2.7137042062415198e-06,1.4585251714238271e-05,0.0,0.0
MYO18A,6.2704194637828e-05,8.768284289854205e-05,3.7650348624549985e-05,0.0001373674351699981,5.969347717426155e-05
MYO18B,0.0,0.0,0.0,8.203714641989893e-06,0.0002311604253351826
MYO1A,0.0,0.0,3.7612533362358885e-06,1.8851262190807978e-05,0.0
MYO1B,0.0002461463750514597,0.0004482878224666521,0.0002271570736333564,0.00013426116215997083,4.5287333593948474e-05
MYO1C,7.687968512734783e-05,9.772453725820915e-05,0.00017553302788182658,0.00010506240799578934,7.758553028543351e-05
MYO1D,1.5202315481507427e-05,5.866371834601182e-05,0.00010123222335751417,0.0004276948063755602,9.850343809329585e-05
MYO1E,0.00011884673103537227,6.268703703554004e-05,7.004793291794342e-05,0.00010161434425360481,0.0001033276294078264
MYO1F,7.559365867801315e-05,5.880926780741006e-05,5.805028444639378e-06,1.4649522409908582e-05,1.6507036303607056e-05
MYO1G,5.634120232125754e-06,1.4066913494108778e-06,6.450031605154866e-07,1.3325775279880867e-05,7.760272606175105e-06
MYO1H,0.0,0.0,6.450031605154866e-07,6.764700709346516e-07,3.008658920372833e-06
MYO3A,0.0,0.0,0.0,0.0,0.0
MYO3B,2.4298862619942226e-05,2.2786791527848055e-05,9.060268908781213e-06,5.469143094659929e-06,1.7493527394863902e-05
MYO5A,2.192946387943181e-06,2.1908990635092628e-05,1.0421225594478118e-05,1.7236461900981634e-05,5.628629253758066e-05
MYO5B,2.192946387943181e-06,0.0,1.6226254039117498e-05,6.718873564702171e-06,0.0
MYO5C,1.0964731939715905e-06,1.073283819173142e-05,2.8263782835197677e-05,9.853803544090867e-05,1.5043294601864166e-06
MYO6,0.00012149682942351127,0.00011687681564285395,0.00013184015937464077,0.00013967503458164714,0.00010003975742376703
MYO7A,7.527003123706296e-06,9.647482460715673e-06,6.450031605154866e-07,1.4158115837633652e-05,3.008658920372833e-06
MYO7B,0.0,0.0,5.051259657266862e-06,1.4893896943100706e-05,6.017317840745666e-06
MYO9A,4.31202233755222e-05,2.732820119447582e-05,7.36843940474979e-05,0.00012070195542706243,5.261094334808106e-05
MYO9B,7.36664825901123e-05,0.0002024799296370166,6.262660127170198e-05,4.972872197522883e-05,8.052406219978713e-05
MYOCD,0.0,0.0,2.4712470152049156e-06,2.0294102128039547e-06,1.528191990710719e-05
MYOD1,0.0,0.0,0.0,2.7345715473299645e-06,0.0
MYOF,5.0093701638704354e-05,0.00012995615145361373,9.566736022752656e-05,0.00014263573974377067,0.0002946407341589019
MYOG,0.0,0.0,0.0,0.0,0.0
MYOM1,0.00013801065352939855,9.36424445756792e-05,2.3171797474829285e-05,4.762236277433711e-06,3.008658920372833e-06
MYOM2,3.289419581914771e-06,1.2139529541142298e-05,2.5800126420619463e-06,0.0,1.5043294601864166e-06
MYOM3,2.509001041235432e-06,0.0,1.0350275229812187e-05,2.617376237364616e-06,0.0
MYORG,6.894893817121794e-06,5.626765397643511e-06,6.986269138813321e-06,1.1725484375328006e-05,0.0
MYOT,0.0,0.0,1.9350094815464596e-06,0.0,0.0
MYOZ1,0.0,0.0,0.0,0.0,0.0
MYOZ3,1.0964731939715905e-06,0.0,1.2900063210309731e-06,3.857122794145431e-06,0.0
MYPN,0.0,2.7137042062415198e-06,1.8120537817562426e-05,5.469143094659929e-06,0.0
MYPOP,5.634120232125754e-06,4.120395555652397e-06,6.450031605154866e-07,5.886533006949386e-06,3.008658920372833e-06
MYRF,1.302294013242977e-05,7.637123929179591e-06,5.1600252841238925e-06,2.2371142283391886e-05,3.1279715729943444e-06
MYRFL,5.018002082470864e-06,0.0,2.5800126420619463e-06,0.0,0.0
MYRIP,3.9155324059486446e-05,3.135151988400404e-05,2.5800126420619463e-06,1.0476094303519347e-05,0.0
MYSM1,4.296846911325439e-05,8.599191954048764e-05,5.373761237524605e-05,0.00018621070104750097,3.6581157654960045e-05
MYT1,0.0,0.0,0.0,0.0,0.0
MYT1L,0.0,0.0,0.0,5.754278685638631e-06,1.5043294601864166e-06
MZB1,8.07787067329052e-06,1.5977593533064622e-05,0.0,3.857122794145431e-06,6.255943145988689e-06
MZF1,9.403894858357226e-06,1.4066913494108778e-06,2.25267943143138e-05,1.3427592854900057e-05,3.1279715729943444e-06
MZT1,0.0,2.7137042062415198e-06,9.348750527161206e-06,1.7531176063171402e-05,1.5043294601864166e-06
MZT2A,3.259860226106691e-05,6.465769033086848e-05,4.438127124745815e-05,9.452480728104139e-05,4.410280495589213e-05
MZT2B,5.867059969354863e-05,0.00014569531252271454,0.00013102908826930501,0.0002124859516423287,0.00016979243747429712
N4BP1,7.540574162571818e-06,5.7663938820021743e-05,7.579620907965688e-05,9.944533528966694e-05,9.519837033291893e-05
N4BP2,7.229019792116318e-05,5.623164452195779e-05,4.223632111282432e-05,2.5761827474826235e-05,0.0001405953873633873
N4BP2L1,0.00020977614438790295,0.00014096832660888753,2.346027909320928e-05,3.275586172847189e-05,4.1123685283094985e-05
N4BP2L2,0.00045045081401735637,0.00023644407287159677,0.0005722272148785747,0.000633054399588742,0.0004287816251655296
N4BP3,0.0,0.0,3.116250175720402e-06,2.9772005978218803e-06,7.521647300932083e-06
N6AMT1,5.031573121336386e-06,3.4170498809469584e-06,2.1345553620139857e-05,1.1593801678974141e-05,6.255943145988689e-06
