gene,1_nmc_H5,2_nmb_H5,3_mb_H5,4_mc_H5,5_mcol_H5
DPYS,0.00016081889786145377,0.00013302886439396855,3.7612533362358885e-06,1.0980792729806643e-05,0.0
DPYSL2,1.890786441777711e-05,3.6380214326166136e-05,8.683512361399654e-05,8.984945140014613e-05,0.00026461361141714827
DPYSL3,2.140329442014702e-05,3.804693709865267e-05,8.7218959376786e-05,6.533045084830875e-05,0.00023419939119862648
DPYSL4,0.0,0.0,6.450031605154866e-07,0.0,0.0
DPYSL5,2.7423981810832546e-05,1.4066913494108778e-06,6.450031605154866e-07,0.0,0.0
DQX1,1.0964731939715905e-06,2.1100370241163164e-06,8.167509832987265e-06,3.207803875157699e-05,0.0
DR1,4.1728948590384835e-05,0.00010707298424118411,0.00014925640355791214,9.116365992633445e-05,0.00021759243660990062
DRAM1,2.566802003966959e-05,7.537445436599356e-06,1.740749473329144e-05,8.608131423867736e-06,0.0
DRAM2,5.634120232125754e-06,3.596250302318943e-05,3.327431678936301e-05,2.20446348188221e-05,1.6387723650985544e-05
DRAP1,2.2592160291920318e-05,2.5525397501200057e-05,4.2802783308047184e-05,0.00011166396806778967,3.6581157654960045e-05
DRAXIN,2.9867732251997316e-05,4.823741230357837e-06,5.5006616613202766e-05,2.7345715473299645e-06,0.0
DRC1,0.0,7.033456747054389e-07,0.0,0.0,0.0
DRC3,1.0036004164941727e-05,1.2842875215847738e-05,0.0,2.388732825010988e-06,1.5043294601864166e-06
DRC7,0.0,6.230432579768714e-06,6.450031605154866e-07,0.0,0.0
DRD1,0.0,0.0,9.060268908781213e-06,0.0,0.0
DRD2,0.0,0.0,0.0,0.0,0.0
DRD4,0.0,0.0,6.450031605154866e-07,0.0,0.0
DRD5,0.0,0.0,0.0,0.0,0.0
DRG1,6.114475276442455e-06,9.00477080928219e-05,4.644453341163378e-05,2.745763912074929e-05,3.052325205577085e-05
DRG2,4.385892775886362e-06,2.8133826988217555e-06,2.994053535992855e-05,9.81152398978919e-06,3.15097431470277e-05
DRICH1,0.0,0.0,6.450031605154866e-07,0.0,0.0
DROSHA,2.6306255554734487e-05,6.834099761893917e-06,7.092260035157354e-05,3.9687808934705836e-05,0.00012487538530947135
DRP2,0.0,0.0,0.0,1.3529401418693032e-06,1.7493527394863902e-05
DSC1,8.143121273361185e-06,0.0,0.0,0.0,1.1755422617804784e-05
DSC2,1.2529014049247547e-05,2.4415140003073827e-05,0.00022126166654755749,0.00038184831889154333,3.092177777207892e-05
DSC3,0.0,2.1100370241163164e-06,1.652026119578473e-05,3.9431207233734393e-05,1.0768931526547938e-05
DSCAM,1.4972764490412315e-05,4.823741230357837e-06,1.9350094815464596e-06,6.764700709346516e-07,4.523814794734617e-05
DSCAML1,0.0,2.146567638346284e-05,3.827702357864652e-05,1.1569613888509873e-05,1.32597520779912e-05
DSCC1,5.634120232125754e-06,0.0,1.826243854689429e-06,4.533592865080083e-06,1.0251093157618368e-05
DSCR4,1.1268240464251507e-05,0.0,0.0,0.0,5.779010633379565e-05
DSE,3.292233893762011e-05,2.3293381843849084e-05,6.688336643849479e-05,2.79284098353446e-05,0.0001479686984280936
DSEL,4.455589349830492e-05,2.21083476202531e-05,8.81251299350275e-06,1.8363163235031852e-05,0.00010528956307947225
DSG1,1.1610412285165928e-05,2.7137042062415198e-06,5.478731564068287e-06,0.0,0.0
DSG2,4.897134846998642e-05,2.3897049025974288e-05,0.00010989900084053975,0.000328413392125815,2.7156655177533485e-05
DSG3,0.0,0.0,0.0,1.4683899691344427e-06,0.0
DSG4,0.0,0.0,0.0,1.4683899691344427e-06,0.0
DSN1,1.0063146242672772e-05,1.887395081045598e-05,3.116250175720402e-06,9.180881063498884e-06,0.0
DSP,0.00021528161719614573,8.227773462671345e-05,0.00045623621900231764,0.0006321363502605503,4.3433664064056296e-05
DST,0.0015303354206824985,0.0010131953389873494,0.0009650259755433284,0.0005552217328378247,0.00047073293245675923
DSTN,7.29247512151793e-05,0.0002799578154111292,0.00027047344228687577,0.00039270771822177926,0.00045008059928093494
DSTYK,4.318649888570174e-05,8.34046960388503e-06,4.039957621659776e-05,4.5028432665489146e-05,6.329010146958317e-05
DTD1,1.0964731939715905e-06,3.817221853988599e-05,2.722153242944517e-05,3.261379750732297e-05,6.255943145988689e-06
DTHD1,3.289419581914771e-06,8.944136786010234e-06,6.450031605154866e-07,1.308688118682308e-06,0.0
DTL,0.0,0.0,0.0,0.0,0.0
DTNA,2.509001041235432e-06,2.1601757304252072e-05,2.8759294665754606e-05,1.2517404273527797e-05,1.0530306221304916e-05
DTNB,0.0,7.033456747054389e-07,7.949978579273202e-06,1.270286903590155e-05,4.51298838055925e-06
DTNBP1,2.509001041235432e-06,9.647482460715673e-06,1.1501291262421727e-05,2.7106786165826782e-05,7.640959953553595e-06
DTWD1,2.8619504795757927e-05,1.7680718733760147e-05,1.6016313386030133e-05,5.616432361438899e-05,1.6666936714672092e-05
DTWD2,2.5330085213843153e-05,2.7137042062415198e-06,2.5800126420619463e-06,8.102080091620183e-06,0.0
DTX1,2.4455480987705725e-05,1.706294926408037e-05,1.662902682264176e-05,1.9851581896169597e-06,7.640959953553595e-06
DTX2,0.0,3.4170498809469584e-06,7.413741045614747e-06,2.4250049627873578e-05,1.3777590446920771e-05
DTX3,0.0,1.2657620518241839e-05,2.3171797474829285e-05,2.1448600400690945e-06,1.2153948334112844e-05
DTX3L,4.7389813100540473e-05,2.0294744447421432e-05,4.9252814913202045e-05,7.319207526724827e-05,4.422211760851364e-05
DTX4,0.00010057726273948538,1.6778016073894238e-05,1.4400010184428067e-05,7.245132845755586e-05,9.145289413740011e-06
DTYMK,1.0964731939715905e-06,0.0,1.5829006793880475e-05,5.799774443275605e-06,2.1895801010960414e-05
DUOX1,4.628447599886101e-05,1.3460644685527513e-05,1.2285284711358646e-05,2.0507010767374272e-05,3.1279715729943444e-06
DUOX2,0.0,0.0,6.450031605154866e-07,4.445590566956323e-06,3.4987054789727804e-05
DUOXA1,8.07787067329052e-06,0.0,1.9350094815464596e-06,2.821330111003746e-06,1.5043294601864166e-06
DUOXA2,0.0,0.0,1.2900063210309731e-06,1.3529401418693032e-06,0.0
DUS1L,0.0001002125757534598,3.505090132868107e-05,6.504400644489141e-05,0.0001491086771991286,6.757306243305817e-05
DUS2,2.509001041235432e-06,0.0,1.2900063210309731e-06,4.418143037814943e-06,4.632301033180761e-06
DUS3L,5.3498797161079505e-05,1.4066913494108778e-06,0.0,9.556654783859196e-06,0.0
DUS4L,0.0,3.4170498809469584e-06,1.2573766329738639e-05,1.2922554030379175e-05,1.8409891480101534e-05
DUSP1,0.0003410558753422743,0.00027264526965690565,0.0002876846037617526,0.0001415131325678354,0.0008325111845195602
DUSP10,2.445790110576982e-05,1.5656257914669494e-05,6.386538084809429e-05,4.289720080138189e-06,6.255943145988689e-06
DUSP11,5.018002082470864e-06,1.8085028930724878e-05,8.70374736664572e-06,3.2246834166732904e-05,0.0
DUSP12,4.385892775886362e-06,9.043815278590469e-06,5.16426105222039e-05,3.857122794145431e-06,0.00012785347365432565
DUSP13,0.0,0.0,0.0,6.764700709346516e-07,0.0
DUSP15,0.0,0.0,0.0,0.0,0.0
DUSP16,0.0002483917648484736,0.00013394306771493297,6.0953545787174005e-05,4.9726082491790564e-05,0.00010782045572538762
DUSP18,1.2845068702539798e-05,2.4008228179653037e-05,2.1742800865376884e-05,2.6485146209358115e-05,9.0259767611185e-06
DUSP19,0.0,0.0,5.587497190925318e-06,8.503909244314002e-06,0.0
DUSP2,2.2283787661889017e-05,3.144599512367215e-05,5.696262817782348e-06,3.6132500092035374e-06,3.357249873458721e-05
DUSP22,6.894893817121794e-06,1.73842848824755e-05,3.109155139253809e-05,1.308175413258108e-05,2.814314626879033e-05
DUSP23,2.9348870885639832e-05,2.4218384644369416e-05,3.986624912384974e-05,8.084874176187246e-05,2.0152846245530972e-05
DUSP27,0.0,3.4170498809469584e-06,8.276275459844294e-06,5.0587528564507486e-05,1.5043294601864166e-06
DUSP28,2.5825900510417788e-05,0.0,7.413741045614747e-06,1.1137016602517115e-05,0.0
DUSP3,5.1887771932206944e-05,6.309394885896085e-05,5.43040745704689e-05,2.8266350525335947e-05,0.0001190666378624216
DUSP4,5.031573121336386e-06,0.0,1.2285284711358646e-05,1.2863242995846774e-05,3.439908941477902e-05
DUSP5,2.416898853020861e-05,8.34046960388503e-06,6.986269138813321e-06,2.0686178696099037e-05,8.353272112015996e-05
DUSP6,0.00036915560247997414,0.00027399662149688947,0.0003356329168735133,8.79982098259226e-05,0.0002902253493760518
DUSP7,0.0,7.033456747054389e-07,1.7981547529140993e-05,9.067185730160165e-06,9.264602066361523e-06
DUSP8,5.798420623150203e-06,1.2053953336116636e-05,1.6980022826490013e-05,2.6235356179848428e-05,1.0649618873926428e-05
DUSP9,2.509001041235432e-06,0.0,9.060268908781213e-06,0.0,0.0
DUT,1.838413894592393e-05,3.587622563662117e-05,7.786552868990852e-05,7.893938523209314e-05,5.4991049135061575e-05
DUX4L1,0.0,0.0,0.0,0.0,8.746763697431951e-06
DUX4L4,0.0,0.0,0.0,0.0,0.0
DUXA,0.0,0.0,0.0,0.0,0.0
DVL1,3.6290580158471075e-05,1.306453234166263e-05,5.137306592455871e-05,7.344001064254746e-05,3.166964355809273e-05
DVL2,1.7590149366379067e-05,3.3334375021973575e-05,1.5230254874753757e-05,1.1354432367159336e-05,1.6507036303607056e-05
DVL3,1.7946129419034836e-05,1.5074890873198713e-05,3.1488798637775115e-05,6.036485885168602e-05,3.08024651194574e-05
DXO,0.0,4.823741230357837e-06,3.7612533362358885e-06,2.071362622524041e-05,0.0
DYDC1,0.0,0.0,0.0,0.0,0.0
DYDC2,0.0,0.0,6.450031605154866e-07,0.0,0.0
DYM,2.2549027057259662e-05,3.734359142394723e-05,3.7928329201392844e-05,1.2806602454863805e-05,2.402868360453914e-05
DYNAP,0.0,0.0,0.0,2.7345715473299645e-06,0.0
DYNC1H1,0.00013462281914910696,0.0002262389258731499,0.00017505851813434393,0.00027237227185707364,0.000295676410896761
DYNC1I1,0.0,0.0,1.2900063210309731e-06,0.0,1.2392573639355868e-05
DYNC1I2,0.00010871998621314542,0.00016990557073812243,0.00022349298481236574,0.0003201154829929544,0.0002774731548516178
DYNC1LI1,3.606000425726708e-05,0.00017042436289676453,3.911248033647722e-05,5.726508736701483e-05,0.00046925504826031997
DYNC1LI2,6.0823857875004104e-05,5.092621474270939e-05,0.0001699051772378605,9.969889184089762e-05,0.00011401538541748728
DYNC2H1,1.4751522632985864e-05,5.626765397643511e-06,1.0856288101906241e-05,1.4029544517599004e-05,7.608068516127567e-05
DYNC2I1,4.8103401357001064e-05,4.0171076410323556e-05,0.00014780585483034812,0.00011218700198584244,6.622863338393679e-05
DYNC2I2,7.827066620068933e-06,1.3668199523787834e-05,1.4400010184428067e-05,2.0218165971930605e-05,0.0
DYNC2LI1,1.0665693353462139e-05,1.9887832624000638e-05,1.59075477591731e-05,4.673088176564313e-05,3.008658920372833e-06
DYNLL1,8.137608814423375e-05,0.00010523307693815676,0.00025055452487031523,0.00018972863339560597,0.00016871810793673214
DYNLL2,6.078574935266448e-05,4.652348762332693e-05,6.426553853424175e-05,8.346249221331322e-05,1.2273260986734356e-05
DYNLRB1,6.535398349672266e-05,3.40626224637895e-05,0.00024170687049127667,0.00036313737767616137,0.00010206192525288302
DYNLRB2,0.0,0.0,0.0,0.0,0.0
DYNLT1,2.5854437796104043e-05,4.0860319797474416e-05,5.4451500838088014e-05,8.37742204216391e-05,5.847695866592046e-05
DYNLT3,1.7797820184939997e-05,3.646909333919047e-05,0.00011167930692462265,5.313255966954385e-05,6.606873297287175e-05
DYRK1A,6.855869242409667e-05,1.9998310596136783e-05,6.57948647913535e-05,6.905308553012366e-05,0.00012904956646722125
DYRK1B,2.509001041235432e-06,2.1100370241163164e-06,3.116250175720402e-06,1.5406672449932575e-05,3.008658920372833e-06
DYRK2,2.1304244629193236e-05,8.883777210211543e-05,9.48804563376792e-05,0.00012370605050364473,7.509470973399024e-05
DYRK3,1.0964731939715905e-06,7.033456747054389e-07,6.450031605154866e-07,2.9367799382688854e-06,3.1279715729943444e-06
DYRK4,2.509001041235432e-06,7.033456747054389e-07,6.123734724583774e-06,6.834323391967311e-06,1.0768931526547938e-05
DYSF,9.087840205064973e-06,2.1100370241163164e-06,6.450031605154866e-07,2.9772005978218803e-06,4.51298838055925e-06
DYTN,0.0,7.033456747054389e-07,0.0,0.0,0.0
DZANK1,0.0,0.0,0.0,4.445590566956323e-06,0.0
DZIP1,5.634120232125754e-06,7.033456747054389e-07,2.1097797704861396e-05,8.027561683384478e-06,6.266154833619087e-05
DZIP1L,1.0964731939715905e-06,0.0,3.870018963092919e-06,1.1124043472105499e-05,2.1299237747852855e-05
DZIP3,1.222895055288491e-05,4.823741230357837e-06,2.5931526108414195e-05,1.931288212739946e-05,4.176083630464606e-05
E2F1,0.0,0.0,2.4712470152049156e-06,5.954401195643761e-06,0.0
E2F2,0.0,0.0,6.450031605154866e-07,1.4683899691344427e-06,0.0
E2F3,2.093651041469584e-05,1.306453234166263e-05,2.6973776514166706e-05,1.8924035116343468e-05,6.804171515538544e-05
E2F4,2.4779217664258926e-05,1.9172986288196688e-05,3.105082568943656e-05,3.23491887044174e-05,7.760272606175105e-06
E2F5,8.07787067329052e-06,4.120395555652397e-06,2.1035283319393134e-05,3.4535481587514026e-06,1.5043294601864166e-06
E2F6,1.113247735891332e-05,1.887395081045598e-05,3.029705690206404e-05,1.103711454718886e-05,6.017317840745666e-06
E2F7,8.07787067329052e-06,7.033456747054389e-07,2.5800126420619463e-06,1.3529401418693032e-06,0.0
E2F8,0.0,0.0,2.5800126420619463e-06,6.245855619156419e-06,0.0
E4F1,6.114475276442455e-06,1.306453234166263e-05,4.515022123608406e-06,1.3105872046338688e-05,1.3777590446920771e-05
EAF1,4.701947429178613e-06,3.313761966326917e-05,3.7612533362358885e-06,1.2489956744386417e-05,9.145289413740011e-06
EAF2,0.0,2.8133826988217555e-06,6.450031605154866e-07,3.857122794145431e-06,0.0
EAPP,1.8821360755579972e-05,8.240791111304794e-06,5.061377159889895e-05,0.00010524445597015399,4.418152985007011e-05
EARS2,2.192946387943181e-06,4.220074048232633e-06,1.9350094815464596e-06,6.764700709346516e-07,0.0
EBAG9,2.020432640704868e-05,8.990215863142366e-05,4.516526469639507e-05,7.661470317625864e-05,2.8381771574033355e-05
EBF1,2.509001041235432e-06,9.943916312000319e-06,1.9350094815464596e-06,1.5348936536857525e-05,2.4188584015604177e-05
EBF2,1.8729992987887137e-05,7.033456747054389e-07,6.450031605154866e-07,6.764700709346516e-07,0.0
EBF3,0.0,0.0,0.0,1.4683899691344427e-06,0.0
EBF4,1.0063146242672772e-05,0.0,4.406256496751375e-06,6.764700709346516e-07,3.1279715729943444e-06
EBI3,1.0964731939715905e-06,7.033456747054388e-06,1.2900063210309731e-06,2.9367799382688854e-06,1.5043294601864166e-06
EBLN1,0.0,0.0,0.0,0.0,0.0
EBNA1BP2,0.00015228918556016527,0.0001442332214124389,3.492375509343991e-05,7.679393650107209e-05,2.268425455541776e-05
EBP,7.066702436323512e-05,2.68324103580307e-05,2.8582489115142077e-05,5.2177983918156814e-05,1.54012325597287e-05
EBPL,7.968772475483703e-05,0.00013036173233808764,5.841425884821359e-05,7.46178805344968e-05,6.255943145988689e-06
ECD,4.8402600550080174e-05,1.6778016073894238e-05,2.722153242944517e-05,5.465538213955843e-05,1.3777590446920771e-05
ECE1,8.872067331371775e-05,3.7382595478612284e-05,8.358886916408971e-05,7.87002469246533e-05,0.00020148250672783537
ECE2,1.0964731939715905e-06,4.220074048232633e-06,1.4694017341095301e-05,6.7939027324143165e-06,3.1279715729943444e-06
ECEL1,1.615574134658104e-05,0.0,6.450031605154866e-07,0.0,0.0
ECH1,0.00012952057291567773,0.00015868214496285798,7.58377801613294e-05,0.00018567862197267803,7.354979251536031e-05
ECHDC1,3.365938705076297e-05,2.7114741921760774e-05,9.261914997556165e-05,4.6459692621955093e-05,1.0888244179169451e-05
ECHDC2,0.000431807308757578,0.00015057743477234241,0.00015573076203628344,0.00012163884192276338,0.00017898962678979599
ECHDC3,9.046792815151089e-05,3.527255845449597e-05,1.7119013114911446e-05,6.820337753829023e-06,1.0251093157618368e-05
ECHS1,0.00023843231917874199,0.0002813674165948071,4.237531140124576e-05,8.136869576598912e-05,1.2273260986734356e-05
ECI1,6.0202875619853524e-05,5.727042810261292e-05,2.5683770193135734e-05,6.459710933391997e-05,2.3400130471146832e-05
ECI2,0.00012126972241984775,0.00011342729589910094,4.487678307801507e-05,5.7549018192042817e-05,1.2153948334112844e-05
ECM1,9.719949511649478e-06,7.736802421759828e-06,4.515022123608406e-06,4.373891014627948e-06,1.5162607254485677e-05
ECM2,3.089958195630595e-05,2.974547154943269e-05,2.023526329063185e-05,1.6721609524442185e-05,2.7037342524911973e-05
ECPAS,0.00017140480906696016,7.201248269631799e-05,5.9891571761394225e-05,0.00011749845482963667,0.0002602696369997843
ECRG4,0.0,0.0,0.0,0.0,0.0
ECSIT,2.2536480928503014e-05,0.0,6.450031605154866e-07,5.873559876537771e-06,1.5043294601864166e-06
ECT2,4.701947429178613e-06,2.759643047065132e-05,3.9474527416899964e-05,1.3945373583109246e-05,4.51298838055925e-06
ECT2L,6.7305934260973445e-06,7.033456747054389e-07,6.450031605154866e-07,1.1140494580258778e-05,0.0
EDA,7.827066620068933e-06,2.4193482877258934e-05,5.696262817782348e-06,1.1076461833534735e-05,0.0
EDA2R,0.0,0.0,0.0,0.0,3.008658920372833e-06
EDAR,0.0,0.0,1.826243854689429e-06,2.0876657691076318e-05,6.255943145988689e-06
EDARADD,6.128046315307977e-06,1.2139529541142298e-05,2.734425957378711e-05,1.598115458460518e-05,7.528363372865955e-05
EDC3,8.320992703251156e-06,7.033456747054389e-07,1.5798782132316073e-05,1.531127386773141e-05,4.1123685283094985e-05
EDC4,1.2242521591750432e-05,8.944136786010234e-06,4.5094314331729135e-05,2.1892093947387738e-05,3.614204418020846e-05
EDDM3B,8.07787067329052e-06,0.0,0.0,0.0,0.0
EDEM1,0.00011810176370609263,7.591122112615548e-05,4.36245920191752e-05,4.530020277166463e-05,3.9589816575332874e-05
EDEM2,0.0,3.2348697783538066e-05,1.3327535117111155e-05,2.020420233267728e-05,1.4016215752163794e-05
EDEM3,7.551115481802818e-05,8.759536624860293e-05,6.57948647913535e-05,2.6618207460685395e-05,2.617016408627664e-05
EDF1,0.00018939963527292756,0.00023823900026136602,0.000252005605505668,0.0003124984094780522,0.00015234809572603556
EDIL3,0.0,7.033456747054389e-07,7.522506672471777e-06,8.117640851215819e-06,0.00016270130575995787
EDN1,0.0,8.867608823267312e-05,6.25803500303132e-05,0.0001580148484186143,0.00020405347146822285
EDN2,0.0,0.0,6.450031605154866e-07,1.3529401418693032e-06,0.0
EDN3,0.0,0.0,3.870018963092919e-06,1.0793412123489825e-05,0.0
EDNRA,2.2842964345141907e-05,7.033456747054389e-07,3.514128634715397e-05,3.5275739960867086e-05,7.438743170641995e-05
EDNRB,5.668634903427524e-05,4.8129535957898274e-05,7.318129161631428e-05,3.327313169720464e-05,0.0001357144438420385
EDRF1,1.7408832908316133e-05,2.52181641703595e-05,3.5824104769860554e-05,3.723996108747068e-05,3.839423942640869e-05
EEA1,0.00013368375204013194,0.00018939729101825816,0.00015553423286564363,0.0002374353975006663,0.00011560089039456075
EED,1.3789787634243588e-05,5.7849193517627644e-05,4.770455163535548e-05,2.973249723995249e-05,3.614204418020846e-05
EEF1A1,0.0004982810857799152,0.0005673021071030506,0.0006733469568337846,0.0006904590035337147,0.00122718922547952
EEF1A2,0.0,7.033456747054389e-07,1.2900063210309731e-06,0.0,0.0
EEF1AKMT1,7.224519509279568e-06,2.1100370241163164e-06,9.993753687676692e-06,2.366462302837089e-05,3.1279715729943444e-06
EEF1AKMT3,4.633373544200207e-05,0.0,1.2900063210309731e-06,6.764700709346516e-07,3.950004317028705e-05
EEF1AKNMT,2.8170601160628767e-05,2.8133826988217555e-06,2.607051639683563e-05,1.9054714316196878e-05,8.746763697431951e-06
EEF1B2,0.0001221163166324833,0.00016628909244787669,0.0002874219619887544,0.0002808078953170932,0.00027770266660473057
EEF1D,0.00016660672233784172,0.00017561034424509603,0.00023164362268695768,0.00029036772244465584,0.0005546087974408165
EEF1E1-BLOC1S5,1.0336067661304366e-05,2.431806313694965e-05,1.1174994381850636e-05,5.166264653511008e-05,1.6666936714672092e-05
EEF1G,0.00026681277408311993,0.0003019755601056794,0.0003847691229228646,0.0005834880041576001,0.0009155647200704966
EEF2,0.0005671075221856663,0.0007323580254543512,0.0005513409918598009,0.0006841983571296903,0.0008632531518491
EEF2K,3.5480599421996596e-05,3.332287436087506e-05,3.1565274540728286e-05,7.824552197616092e-05,1.528191990710719e-05
EEF2KMT,0.0,7.033456747054389e-07,2.7453025200644143e-05,2.9772005978218803e-06,0.0
EEFSEC,1.3174694394697573e-05,2.8133826988217555e-06,2.028151453202062e-05,1.0216673746640569e-05,4.632301033180761e-06
EEPD1,3.253577177906034e-05,6.933778254474153e-06,2.3996516626867736e-05,2.4183978878037434e-05,1.2392573639355868e-05
EFCAB10,2.676449323364118e-05,2.8133826988217555e-06,2.504429257090749e-05,1.995597443696619e-05,2.5134487348417495e-05
EFCAB12,0.0,2.7137042062415198e-06,0.0,0.0,0.0
EFCAB13,1.1268240464251507e-05,1.9887832624000638e-05,0.0,4.0588204256079095e-06,0.0
EFCAB14,5.946214528566188e-05,6.579355077764779e-05,0.00014978703864675623,0.0003698311891370102,0.00010383441926588814
EFCAB2,2.773235444086385e-05,4.220074048232633e-06,1.2146294422937214e-05,1.5582607169473435e-05,3.008658920372833e-06
EFCAB3,4.701947429178613e-06,1.8284385915885348e-05,6.897915489082942e-05,6.915636518056116e-05,5.066750041314305e-05
EFCAB5,1.0586871714525953e-05,2.7137042062415198e-06,1.2759007859548842e-05,8.619359071579141e-06,0.0
EFCAB6,2.509001041235432e-06,1.073283819173142e-05,0.0,0.0,0.0
EFCAB7,9.174343867262112e-06,5.527086905063275e-06,5.051259657266862e-06,4.221865783511999e-05,5.779010633379565e-05
EFCAB8,0.0,0.0,0.0,0.0,0.0
EFCAB9,0.0,0.0,0.0,0.0,0.0
EFCC1,0.0,0.0,6.450031605154866e-07,2.9772005978218803e-06,0.0
EFEMP1,2.369631550915286e-05,1.5471003217063593e-05,5.882462223236456e-05,2.6638429066992224e-05,0.00030858657087352257
EFEMP2,2.509001041235432e-06,8.14111261872456e-06,2.3966291965303334e-05,2.5658138053633907e-05,4.735008918150798e-05
EFHB,0.0,2.1100370241163164e-06,0.0,0.0,0.0
EFHC1,3.5796654075288845e-05,3.765412756278645e-05,7.546761057249122e-05,5.28063443990816e-05,2.731655558859852e-05
EFHC2,0.0,0.0,0.0,0.0,0.0
EFHD1,3.0557410135391536e-05,2.9424135931037563e-05,3.652487709378858e-06,1.8796162108990773e-05,0.0004308202210754677
EFHD2,1.3560236643148472e-05,2.6511074739635573e-05,5.752909037304634e-05,0.00010463435712785549,6.774156073228198e-05
EFL1,1.2779818102469135e-05,1.2842875215847738e-05,1.0102519314533724e-05,1.5138611874526413e-05,3.688990996622228e-05
EFNA1,8.181972987416605e-05,4.75117664882185e-05,5.666655595881679e-05,7.095524243663807e-05,1.2392573639355868e-05
EFNA2,0.0,0.0,6.450031605154866e-07,0.0,8.746763697431951e-06
EFNA3,0.0,0.0,1.0529991221335148e-05,3.260997515491518e-05,3.1279715729943444e-06
EFNA4,0.0,1.4066913494108778e-06,1.461754143814213e-05,5.9985934888411e-05,1.0768931526547938e-05
EFNA5,5.031573121336386e-06,9.943916312000319e-06,1.2146294422937214e-05,2.3641447745633297e-05,0.0
EFNB1,7.224519509279568e-06,2.7137042062415198e-06,2.5575004566278702e-05,5.415837251776044e-05,4.632301033180761e-06
EFNB2,2.192946387943181e-06,2.96067890021874e-05,0.0001576689773022739,0.00028651319203265097,6.69063721639314e-05
EFNB3,0.0,2.7137042062415198e-06,1.826243854689429e-06,6.145613165594581e-06,0.0
EFR3A,6.384803806154823e-05,5.686351627919213e-05,0.00010302411242596029,4.25962509952757e-05,7.562114599107859e-05
EFR3B,0.0,3.516728373527194e-06,0.0,6.764700709346516e-07,0.0
EFS,0.0,0.0,3.116250175720402e-06,4.330140739691183e-06,0.0
EFTUD2,6.578839163829542e-06,1.6174348891769033e-05,2.740124842096813e-05,3.844460639906833e-05,2.2762979449595745e-05
EGF,1.1268240464251507e-05,0.0,0.0,2.9367799382688854e-06,0.0
EGFL6,0.0,0.0,1.1531515923986128e-05,1.0273885912580427e-05,4.632301033180761e-06
EGFL7,2.0865997909428316e-05,6.780390930918387e-05,3.990406438604084e-05,2.5537089381149596e-05,2.5931538781033615e-05
EGFLAM,0.0,0.0,0.0,2.388732825010988e-06,4.51298838055925e-06
EGFR,0.0001758779288211874,0.00014235074594859222,6.0000337388251256e-05,9.925314237627633e-05,2.731655558859852e-05
EGLN1,5.9264045703754306e-05,3.24483762761183e-05,4.512453899329354e-05,3.291280558849714e-05,1.951569522397989e-05
EGLN3,4.66918984198461e-05,4.549880633022636e-05,9.494357953746331e-05,0.00011275422393767054,3.194885662177928e-05
EGR1,0.0005125816549575541,0.0005824309483482881,0.00032425628213196735,0.00010323823790985038,0.00041843933930809914
EGR2,1.222895055288491e-05,0.0,6.450031605154866e-07,2.1448600400690945e-06,4.940179625819966e-05
EGR3,5.018002082470864e-06,0.0,6.450031605154866e-07,4.0432596660122726e-06,3.1279715729943444e-06
EGR4,0.0,0.0,0.0,0.0,0.0
EHBP1,0.00018832349431887889,0.0001032765259303829,6.636132698657636e-05,1.634707953853185e-05,7.640959953553595e-06
EHBP1L1,3.5194106964499475e-05,6.729731899318284e-05,0.00010240909736275408,8.304877629107368e-05,7.858061926484913e-05
EHD1,4.701947429178613e-06,1.073283819173142e-05,1.4081303904483674e-05,6.718655852270151e-05,0.0001230623035380227
EHD2,6.114475276442455e-06,4.823741230357837e-06,2.575181011689123e-05,1.3309324171727587e-05,3.796617446252495e-05
EHD3,0.0,7.033456747054389e-07,4.515022123608406e-06,6.4307487565732824e-06,9.145289413740011e-06
EHD4,1.4192345949732974e-05,4.288478061656507e-05,3.127126738406105e-05,7.075917328341568e-05,4.3704279239584066e-05
EHF,1.0964731939715905e-06,3.596250302318943e-05,0.00011143676307684921,0.00023744190386439424,1.4016215752163794e-05
EHHADH,0.00022862250119526023,0.00014086927787371157,7.344009860816722e-05,6.72739188909536e-05,2.3510845235609568e-05
EHMT1,3.481280171113657e-05,1.7888273572020467e-05,4.244626176591169e-05,8.516827898361985e-05,9.148191772100439e-05
EHMT2,6.128046315307977e-06,1.414988807267838e-05,3.510056064405244e-05,5.113150933332388e-05,1.528191990710719e-05
EI24,0.00010090546572183312,5.0928816369165456e-05,8.578996276733359e-05,0.00012175920056520596,3.792558670408142e-05
EID1,7.554519120178712e-05,4.783050048015757e-05,0.00018245945651182698,0.0001932514933678095,0.00022066902394510756
EID2,0.0,1.6174348891769033e-05,1.2356235076024578e-05,1.9313772475957108e-05,3.1279715729943444e-06
EID2B,5.018002082470864e-06,0.0,0.0,2.617376237364616e-06,1.5043294601864166e-06
EIF1,0.0003031924624980451,0.00032444794318072304,0.00040585811034333087,0.00044257899136350545,0.0003351525464209507
EIF1AD,1.6220991946651704e-05,7.033456747054389e-07,8.92127862035978e-06,1.9868495885977622e-05,2.9368262665290194e-05
EIF1AX,6.209333839336997e-05,0.00017228383703841424,0.0002013069989311453,0.0001390092813046189,0.0001687476471843078
EIF1AY,3.168768252024625e-05,2.9742869922976632e-05,2.346027909320928e-05,8.704427644910394e-05,2.1179925095231344e-05
